city,state,zip,latitude,longitude,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,region,gender,carnegie_basic_classification,carnegie_undergraduate,carnegie_size,religious_affiliation,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years
Gaithersburg,MD,20877,39.150999999999996,-77.2059,,,,,,,,,,40.0,0.15,0.45,0.05,0.3,0.55,,19607.0,,,3235.0,,,0.5978,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.97000002861022,0.87000000476837,26402.73,27700.0,20000.0,,
Shreveport,LA,71118,32.4032,-93.7936,0.7874,,,,,,,,,318.0,0.3459,0.6038,0.0157,0.0,0.0,27396.0,,15995.0,15995.0,3353.0,3413.0,,0.7437,,Certificate,Associate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,,,,18900.0,17400.0,25300.0,22500.0
Brooklyn,NY,11218-4413,40.6369,-73.9798,1.0,,,,,,,,,104.0,0.9231,0.0,0.0,0.0,0.0,17260.0,,10200.0,10200.0,14503.0,2154.0,0.68,0.4646,0.3333,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",MENONLY,"Special Focus Institutions--Theological seminaries, Bible colleges, and other faith-related institutions",,,,0.0,0.02999999932944,30690.85,,,,
Niantic,CT,06357-3224,41.3259,-72.1927,,,,,,,,,,307.0,0.7231,0.0717,0.1564,0.0228,0.2801,,18215.0,,,4029.0,,,0.3805,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,0.93000000715255,0.50999999046325,39476.13,18600.0,16300.0,,
Corvallis,OR,97333,44.5637,-123.2605,,,,,,,,,,53.0,0.8302,0.0189,0.0755,0.0,0.0,,12921.0,,,11806.0,,,0.8488,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,0.94999998807907,0.47999998927116,30550.15,16200.0,15500.0,,
Riverside,CA,92506,33.9715,-117.3805,,,,,,,,,,16243.0,0.2269,0.0872,0.5432,0.0622,0.7077,12410.0,,1426.0,7126.0,4134.0,9492.0,0.3386,0.3218,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Higher part-time two-year,"Very large 2-year (10,000 or more)",,0.66000002622604,0.37999999523162,21529.5,27400.0,23000.0,35100.0,30000.0
St. Louis Park,MN,55426-1723,,,,,,,,,,,,110.0,0.7091,0.2364,0.0091,0.0273,0.9182,32554.0,,15495.0,15495.0,1278.0,6711.0,,0.6053,,Bachelors,Graduate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,,,,,,,
Levittown,PA,19056,40.1162,-74.9604,0.8718,,,,,,,,,380.0,0.4526,0.3,0.1421,0.0263,0.1816,26339.0,,18048.0,18048.0,4194.0,4999.0,0.0952,0.7648,,Associate,Associate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private For-profit,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.18000000715255,0.5,34540.95,33700.0,30300.0,42300.0,38400.0
Brooklyn,NY,11225,40.6663,-73.9571,0.9141,405.0,433.0,,,,,,838.0,6085.0,0.0153,0.8284,0.095,0.0224,0.3098,15240.0,,6032.0,12542.0,9837.0,7215.0,0.6667,0.6159,0.1017,Associate,Bachelors,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.75999999046325,0.49000000953674,21642.07,29800.0,25700.0,38900.0,35900.0
Arlington Heights,IL,60004,42.117,-87.9848,,,,,,,,,,168.0,0.4524,0.0714,0.3452,0.0536,0.5238,,17940.0,,,7787.0,,,0.6166,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,20400.0,16800.0,24400.0,21900.0
Springfield,MO,65807,37.1817,-93.3047,,,,,,,,,,303.0,0.8845,0.0528,0.033,0.0,0.2904,25923.0,,12798.0,12798.0,5955.0,3288.0,,0.8694,0.3406,Certificate,Bachelors,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Very small 4-year, primarily nonresidential (less than 1,000,)",,0.75999999046325,0.54000002145767,24511.58,21300.0,19000.0,27000.0,23000.0
Wyoming,MI,49519,42.8548,-85.7145,0.9432,,,,,,,,,343.0,0.6676,0.1487,0.0991,0.0117,0.2128,26994.0,,18048.0,18048.0,5501.0,4810.0,0.037000000000000005,0.7178,0.3421,Associate,Bachelors,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Special Focus Institutions--Other technology-related schools,,,,0.17000000178813,0.50999999046325,38450.73,33700.0,30300.0,42300.0,38400.0
Salt Lake City,UT,84123-4642,40.6538,-111.9045,,,,,,,,,,958.0,0.5376,0.0084,0.0877,0.0063,0.0,24514.0,,11218.0,11218.0,2514.0,2116.0,0.1814,0.45399999999999996,0.1985,Bachelors,Graduate,Private for-profit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.6700000166893,0.86000001430511,47023.93,44300.0,38200.0,60500.0,53400.0
Jacksonville,TX,75766-4759,31.9661,-95.2812,,,,,,,,,,296.0,0.4595,0.1351,0.3378,0.0068,0.1014,13572.0,,7275.0,7275.0,2417.0,3733.0,0.52,0.3393,,Associate,Associate,Private nonprofit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private Not-for-profit,Medium full-time two-year,Very small 2-year (less than 500),Baptist,0.62000000476837,0.28999999165534,23232.74,23300.0,20000.0,28400.0,23700.0
Bridgeport,CT,6610,41.1894,-73.1652,,,,,,,,,,171.0,0.6901,0.1404,0.0936,0.0351,0.076,25950.0,,10961.0,10961.0,,,,0.3602,,Certificate,Certificate,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,0.87000000476837,0.82999998331069,54830.56,64200.0,66100.0,63000.0,66800.0
Tampa,FL,33619-1354,27.9804,-82.3503,,,,,,,,,,4140.0,0.3833,0.4391,0.0826,0.008,0.479,28979.0,,15156.0,15156.0,3643.0,3270.0,,0.8228,0.2528,Associate,Graduate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (medium programs),Higher part-time four-year,"Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.75999999046325,0.72000002861022,25657.82,24000.0,20700.0,29300.0,26200.0
Costa Mesa,CA,92626,33.6702,-117.9114,,,,,,,,,,20521.0,0.3475,0.017,0.3153,0.2066,0.5913,16053.0,,1184.0,6320.0,3597.0,9617.0,0.3574,0.1957,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Suburban-serving Multicampus,Higher part-time two-year,"Very large 2-year (10,000 or more)",,0.50999999046325,0.28999999165534,24129.65,28000.0,23900.0,41200.0,34800.0
Phoenix,AZ,85051,33.5753,-112.1184,,,,,,,,,,451.0,0.3282,0.1752,0.3659,0.0133,0.0,27752.0,,17211.0,17211.0,1899.0,3623.0,0.3571,0.8579,0.4375,Associate,Bachelors,Private nonprofit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,20400.0,19400.0,,
Wilberforce,OH,45384-1001,39.708,-83.8794,0.5834,,,,,,,,,463.0,0.0302,0.9158,0.0043,0.0,0.0259,24400.0,,15140.0,15140.0,6447.0,4462.0,0.3936,0.8229,0.1289,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, more selective, lower transfer-in","Very small 4-year, highly residential (less than 1,000)",African Methodist Episcopal,0.62999999523162,0.37999999523162,40219.01,30700.0,29100.0,36900.0,32200.0
Dahlonega,GA,30597,,,0.6102,515.0,505.0,,21.0,22.0,21.0,,1009.0,14502.0,0.7901,0.0449,0.0859,0.0283,0.3144,16525.0,,4219.0,12133.0,4614.0,5492.0,0.8824,0.3793,0.2597,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,,,,
Canonsburg,PA,15317,40.2547,-80.2461,1.0,,,,,,,,,90.0,0.8222,0.1333,0.0,0.0,0.2889,,13727.0,,,9239.0,,,0.6792,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.9200000166893,0.75999999046325,27297.23,26700.0,29500.0,,
Gahanna,OH,43230,39.9989,-82.8527,,,,,,,,,,462.0,0.4394,0.4372,0.0303,0.0022,0.0,,29895.0,,,4693.0,,,0.784,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.87999999523162,0.56000000238418,25481.42,21100.0,20100.0,27200.0,24800.0
La Salle,IL,61301,41.3285,-89.0982,,,,,,,,,,33.0,0.7576,0.0303,0.0909,0.0,0.0,,13654.0,,,13883.0,,,0.4419,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.95999997854232,0.31999999284744,41880.48,14200.0,13100.0,,
Mount Pleasant,MI,48858,43.6049,-84.7794,,,,,,,,,,82.0,0.8902,0.0,0.0366,0.0122,0.0,,7239.0,,,3325.0,,,0.4275,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.93000000715255,0.4699999988079,22039.88,,,,
Louisburg,NC,27549-2399,36.1054,-78.2997,0.4151,375.0,380.0,,,13.0,17.0,,755.0,676.0,0.1967,0.6731,0.0044,0.003,0.003,26459.0,,15540.0,15540.0,3348.0,4387.0,0.6038,0.7348,,Associate,Associate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Private Not-for-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",United Methodist,0.28000000119209,0.01999999955296,49454.81,21600.0,19000.0,30300.0,27700.0
Elk Grove,CA,95624,38.5072,-121.4558,,,,,,,,,,28.0,0.25,0.4286,0.1429,0.1071,0.0,,27225.0,,,2906.0,,,0.5902,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,20100.0,18200.0,26300.0,23300.0
Portland,OR,97219-7132,45.4387,-122.7314,,,,,,,,,,29774.0,0.6143,0.0581,0.1044,0.0627,0.5581,12483.0,,3448.0,8056.0,6248.0,6859.0,0.228,0.4424,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Mixed part/full-time two-year,"Very large 2-year (10,000 or more)",,0.60000002384185,0.61000001430511,30577.09,30700.0,27100.0,37700.0,33100.0
Las Vegas,NV,89106,36.1938,-115.1648,,,,,,,,,,29.0,0.0345,0.4138,0.5517,0.0,0.4483,,22111.0,,,13291.0,,,1.0,,Certificate,Certificate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,0.94999998807907,0.55000001192092,12657.73,,,,
Boise,ID,83714,43.6195,-116.3095,,,,,,,,,,192.0,0.9063,0.0052,0.0781,0.0,0.0,,17608.0,,,1545.0,,,0.551,,Certificate,Certificate,Private for-profit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,,,,,,,,,,,
Kenner,LA,70062,30.0015,-90.2409,0.6486,,,,,,,,,305.0,0.318,0.5705,0.0525,0.0131,0.3803,27524.0,,11150.0,11150.0,5976.0,4158.0,0.3548,0.7587,0.4375,Associate,Bachelors,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Very small 4-year, primarily nonresidential (less than 1,000,)",,0.6700000166893,0.66000002622604,28795.25,31900.0,29300.0,44100.0,42300.0
Rio Grande,OH,45674-0157,38.8931,-82.3916,,,,,,,,,,108.0,0.9815,0.0185,0.0,0.0,0.0741,,10039.0,,,14953.0,,,0.4529,,Certificate,Certificate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.76999998092651,0.70999997854232,22967.18,27200.0,26900.0,34200.0,32300.0
Brooklyn,NY,11204,40.6236,-73.9899,1.0,,,,,,,,,118.0,1.0,0.0,0.0,0.0,0.0,16400.0,,9000.0,9000.0,16050.0,4555.0,1.0,0.3306,0.0556,Bachelors,Bachelors,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",MENONLY,"Special Focus Institutions--Theological seminaries, Bible colleges, and other faith-related institutions",,,,0.0,0.0,22846.4,,,,
Scottsdale,AZ,85256,33.5095,-111.8873,,,,,,,,,,7687.0,0.607,0.0485,0.1578,0.0265,0.6065,12970.0,,1974.0,7758.0,6026.0,8926.0,1.0,0.2196,,Associate,Associate,Public,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Public Urban-serving Single Campus,Higher part-time two-year,"Large 2-year ( 5000 to 9,999)",,0.56000000238418,0.44999998807907,40995.19,32700.0,29900.0,41500.0,35700.0
Aguada,PR,602,18.3821,-67.1995,,,,,,,,,,76.0,0.0,0.0,1.0,0.0,0.0,,11597.0,,,3958.0,,,1.0,,Certificate,Certificate,Private for-profit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,,,,,0.0,0.68999999761581,14471.61,18100.0,15200.0,,
Oklahoma City,OK,73132,35.5587,-97.6398,,,,,,,,,,355.0,0.3408,0.4563,0.138,0.0,0.0,24075.0,,12114.0,12114.0,2332.0,3958.0,0.15,0.8745,,Associate,Associate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,,,,
Nashville,TN,37203,36.1504,-86.7904,,,,,,,,,,92.0,0.6413,0.2609,0.0435,0.0109,0.0,35041.0,,18532.0,18532.0,1430.0,2560.0,0.4444,0.5632,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.07999999821186,0.41999998688697,50081.09,24700.0,23600.0,,
Philadelphia,PA,19104,39.9558,-75.1946,,,,,,,,,,478.0,0.0774,0.7509999999999999,0.0837,0.0167,0.0837,,22374.0,,,5448.0,4474.0,0.3438,0.871,,Certificate,Associate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private For-profit,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.79000002145767,0.4699999988079,25613.73,23400.0,21700.0,39600.0,36200.0
Hilo,HI,96720-4091,19.7019,-155.0813,0.752,475.0,490.0,455.0,21.0,21.0,21.0,8.0,967.0,3335.0,0.239,0.0096,0.1112,0.1814,0.1736,15284.0,,6536.0,18296.0,12842.0,8745.0,0.7556,0.4532,0.3642,Bachelors,Graduate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, inclusive","Medium 4-year, primarily residential (3,000 to 9,999)",,0.58999997377395,0.25999999046325,46268.64,28900.0,26600.0,37900.0,34500.0
Shreveport,LA,71103,32.481,-93.7608,,,,,,,,,,44.0,0.4773,0.25,0.0227,0.0682,0.0227,,,,,57341.0,5584.0,0.8929,0.2,,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Special Focus Institutions--Medical schools and medical centers,,,,0.6700000166893,0.62000000476837,41287.41,81000.0,72300.0,,
Louisville,KY,40205-3013,38.2128,-85.6705,,,,,,,,,,3404.0,0.5479,0.203,0.0018,0.0091,0.4028,29648.0,,17970.0,17970.0,3563.0,6866.0,0.4486,0.5028,0.48100000000000004,Associate,Graduate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (medium programs),Higher part-time four-year,"Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.62999999523162,0.56000000238418,41148.89,27700.0,25000.0,34500.0,30300.0
Kutztown,PA,19530-0730,40.5137,-75.7854,0.8179,475.0,485.0,465.0,20.0,17.0,22.0,,959.0,8538.0,0.8138,0.0703,0.0609,0.0124,0.0554,23130.0,,8819.0,18943.0,8268.0,8599.0,0.9149,0.316,0.5482,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Medium 4-year, primarily residential (3,000 to 9,999)",,0.57999998331069,0.07000000029802,79126.45,31500.0,30100.0,43200.0,41400.0
Dallas,TX,75227-4314,32.7714,-96.6834,,,,,,,,,,114.0,0.4561,0.3158,0.2281,0.0,0.0,20182.0,,10500.0,10500.0,1825.0,4398.0,,0.8141,,Associate,Associate,Private nonprofit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private Not-for-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.55000001192092,0.62999999523162,30662.81,30300.0,27800.0,36200.0,33200.0
Brevard,NC,28712,35.2377,-82.7298,0.4489,470.0,480.0,,20.0,19.0,19.0,,950.0,700.0,0.7529,0.0986,0.0029,0.0057,0.0157,35062.0,,25200.0,25200.0,8357.0,5054.0,1.0,0.4155,0.43200000000000005,Bachelors,Bachelors,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, inclusive","Very small 4-year, highly residential (less than 1,000)",United Methodist,0.44999998807907,0.10000000149011,73359.52,21800.0,21100.0,33200.0,31100.0
Lafayette,LA,70503,30.2153,-92.0194,0.593,,545.0,520.0,23.0,24.0,23.0,,1070.0,14261.0,0.6842,0.213,0.0316,0.0193,0.1393,15342.0,,6192.0,15742.0,4963.0,7568.0,0.813,0.3405,0.4482,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Research Universities (high research activity),"Full-time four-year, selective, lower transfer-in","Large 4-year, primarily nonresidential (over 9,999)",,0.61000001430511,0.17000000178813,50339.7,33400.0,29800.0,43200.0,37900.0
Temecula,CA,92591,33.5063,-117.15,,,,,,,,,,275.0,0.4945,0.0145,0.3382,0.0182,0.3309,,16233.0,,,3272.0,,,0.42,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
St Peters,MO,63376,38.8016,-90.6601,,,,,,,,,,302.0,0.7119,0.2318,0.0033,0.0199,0.0,,24124.0,,,3402.0,,,0.4439,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,,,,27600.0,25300.0,34600.0,29000.0
Baltimore,MD,21218-2688,39.3284,-76.6208,0.1813,695.0,720.0,705.0,32.0,32.0,32.0,9.0,1418.0,5932.0,0.4872,0.0556,0.1015,0.1861,0.0158,58980.0,,45470.0,45470.0,75570.0,10922.0,0.8637,0.1307,0.9254,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Research Universities (very high research activity),"Full-time four-year, more selective, lower transfer-in","Large 4-year, highly residential (over 9,999)",,0.58999997377395,0.34999999403953,83968.47,63300.0,60500.0,84700.0,69200.0
Westbrook,ME,04092-2878,,,,,,,,,,,,45.0,0.9778,0.0,0.0,0.0222,0.1333,,14801.0,,,5265.0,,,0.15,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,,,,,,,
Saranac Lake,NY,12983-0089,44.3186,-74.12,,,,,,,,,,1021.0,0.9158,0.0245,0.001,0.0039,0.1479,13533.0,,4900.0,10750.0,5722.0,4427.0,1.0,0.2613,,Associate,Associate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Public Rural-serving Small,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.63999998569488,0.27000001072883,46898.89,26900.0,24000.0,32100.0,27000.0
Minneapolis,MN,55454,44.9656,-93.2414,0.6086,559.0,540.0,,23.0,22.0,22.0,7.0,1053.0,2661.0,0.6005,0.0928,0.0564,0.0718,0.2375,42531.0,,33209.0,33209.0,9476.0,6868.0,0.9494,0.4338,0.6326,Bachelors,Graduate,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",Evangelical Lutheran Church,0.58999997377395,0.34000000357627,74730.25,39600.0,36800.0,49700.0,44800.0
Fort Mitchell,KY,41017,39.0419,-84.5717,,,,,,,,,,443.0,0.8465,0.1242,0.0181,0.0068,0.0,22799.0,,12114.0,12114.0,2716.0,4362.0,0.1034,0.8137,0.3023,Associate,Bachelors,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,0.79000002145767,0.64999997615814,23576.66,26800.0,25500.0,29100.0,25200.0
Denton,TX,76205-7534,,,,,,,,,,,,151.0,0.6291,0.1192,0.1589,0.0066,0.40399999999999997,,19559.0,,,2044.0,,,0.7178,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,,,,
Lewistown,PA,17044,40.6053,-77.5541,0.5,,,,,,,,,53.0,0.9811,0.0,0.0,0.0,0.0,,18563.0,,,5211.0,,,0.7407,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.95999997854232,0.60000002384185,27909.12,32600.0,33800.0,,
Beaver Falls,PA,15010-4208,40.7542,-80.3203,,,,,,,,,,49.0,0.8571,0.102,0.0408,0.0,0.0,,20904.0,,,4882.0,,,0.6271,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.89999997615814,0.40000000596046,35802.52,17000.0,16300.0,,
Madison,SD,57042-1799,44.0127,-97.1096,0.8297,510.0,495.0,,22.0,20.0,22.0,,1010.0,1743.0,0.8594,0.0304,0.0304,0.0138,0.3242,17201.0,,7506.0,9506.0,7432.0,6855.0,0.7244,0.2364,0.4733,Bachelors,Graduate,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Master's Colleges and Universities (smaller programs),"Medium full-time four-year, selective, lower transfer-in","Small 4-year, primarily residential (1,000 to 2,999)",,0.50999999046325,0.18999999761581,58402.06,32700.0,30800.0,41900.0,37400.0
Ruston,LA,71270,32.528,-92.6397,,,,,,,,,,28.0,0.5357,0.3929,0.0357,0.0357,0.0,,10505.0,,,3333.0,,,1.0,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.98000001907348,0.43999999761581,12331.9,,,,
Cushing,OK,74023,35.9869,-96.7349,,,,,,,,,,12.0,0.8333,0.0,0.0,0.0,0.0,,19763.0,,,636.0,,,0.7308,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,,,,
Houston,TX,77038-0000,29.936999999999998,-95.47200000000001,,,,,,,,,,350.0,0.12,0.1743,0.1343,0.0343,0.0343,19909.0,,11700.0,11700.0,6587.0,5083.0,0.575,0.4276,,Bachelors,Bachelors,Private nonprofit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,,,,
Austin,TX,78758,30.4008,-97.7217,,,,,,,,,,655.0,0.4519,0.1053,0.1725,0.0153,0.0,20243.0,,12854.0,12854.0,3076.0,4623.0,,0.5186,,Certificate,Associate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,0.40999999642372,0.44999998807907,58253.59,27600.0,25300.0,34600.0,29000.0
Houston,TX,77027,29.7287,-95.4545,0.6525,,,,,,,,,196.0,0.4796,0.1122,0.3265,0.0357,0.0,18534.0,,13570.0,13570.0,2599.0,3967.0,0.6667,0.5589999999999999,,Associate,Associate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.81999999284744,0.20000000298023,36418.3,25500.0,26700.0,30700.0,28600.0
Amarillo,TX,79109,35.1884,-101.8471,,,,,,,,,,10009.0,0.5368,0.0484,0.3622,0.0292,0.6991,10206.0,,1914.0,4362.0,6027.0,6005.0,0.5208,0.4618,,Associate,Associate,Public,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Public Rural-serving Large,Higher part-time two-year,"Large 2-year ( 5000 to 9,999)",,0.66000002622604,0.5,27694.26,28900.0,25100.0,35800.0,31300.0
Wadley,AL,36276,33.1284,-85.5735,,,,,,,,,,4613.0,0.6668,0.2517,0.0163,0.01,0.3922,13027.0,,3640.0,6748.0,3440.0,5635.0,0.3333,0.451,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Medium full-time two-year,"Medium 2-year (2000 to 4,999)",,0.62000000476837,0.28999999165534,39233.51,26100.0,22800.0,33000.0,29000.0
Brooklyn,NY,11214,40.6014,-73.9971,0.8472,,,,,,,,,150.0,0.2467,0.0,0.0,0.7533,0.0,,32314.0,,,5886.0,,,0.9908,,Certificate,Certificate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,Jewish,0.77999997138977,0.94999998807907,14522.9,19000.0,15300.0,24000.0,20500.0
Utica,NY,13502,43.1353,-75.2292,0.4754,500.0,540.0,,24.0,22.0,25.0,,1053.0,1714.0,0.8069,0.0758,0.0554,0.0309,0.1733,19843.0,,7090.0,16540.0,9945.0,8487.0,0.4167,0.3845,0.4778,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Master's Colleges and Universities (medium programs),"Medium full-time four-year, selective, higher transfer-in","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.43999999761581,0.34000000357627,53549.49,41600.0,39300.0,51200.0,47900.0
