checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
b'<0',15.0,b'existing paid',b'new car',2511.0,b'<100',b'unemployed',1.0,b'female div/dep/mar',b'none',4.0,b'car',23.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',30.0,b'critical/other existing credit',b'radio/tv',5954.0,b'<100',b'4<=X<7',3.0,b'male single',b'co applicant',2.0,b'car',38.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'existing paid',b'furniture/equipment',1858.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'car',22.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',8.0,b'existing paid',b'radio/tv',760.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'guarantor',2.0,b'real estate',44.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',15.0,b'critical/other existing credit',b'radio/tv',1829.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',46.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',18.0,b'critical/other existing credit',b'new car',5302.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',36.0,b'none',b'for free',3.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'domestic appliance',741.0,b'100<=X<500',b'unemployed',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',10.0,b'existing paid',b'new car',1287.0,b'no known savings',b'>=7',4.0,b'male single',b'co applicant',2.0,b'life insurance',45.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
b'<0',24.0,b'existing paid',b'new car',1381.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'life insurance',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',6.0,b'existing paid',b'radio/tv',1346.0,b'100<=X<500',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',42.0,b'bank',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'0<=X<200',48.0,b'delayed previously',b'education',6224.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',50.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',18.0,b'existing paid',b'education',750.0,b'<100',b'unemployed',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',27.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
b'no checking',28.0,b'all paid',b'used car',7824.0,b'no known savings',b'<1',3.0,b'male single',b'guarantor',4.0,b'real estate',40.0,b'bank',b'rent',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'repairs',996.0,b'no known savings',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',23.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',24.0,b'critical/other existing credit',b'business',2825.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',3.0,b'no known property',34.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',10.0,b'existing paid',b'new car',1418.0,b'100<=X<500',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',35.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
b'no checking',12.0,b'critical/other existing credit',b'new car',682.0,b'100<=X<500',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'car',51.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',6.0,b'critical/other existing credit',b'new car',860.0,b'<100',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'no known property',39.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'>=200',9.0,b'no credits/all paid',b'radio/tv',1337.0,b'<100',b'<1',4.0,b'male single',b'none',2.0,b'car',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',9.0,b'existing paid',b'radio/tv',1670.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'car',22.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',30.0,b'no credits/all paid',b'business',4280.0,b'100<=X<500',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',26.0,b'none',b'rent',2.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'0<=X<200',18.0,b'critical/other existing credit',b'furniture/equipment',6361.0,b'<100',b'>=7',2.0,b'male single',b'none',1.0,b'no known property',41.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',6.0,b'delayed previously',b'business',1743.0,b'100<=X<500',b'1<=X<4',1.0,b'male single',b'none',2.0,b'real estate',34.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'retraining',754.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',38.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',8.0,b'critical/other existing credit',b'new car',3398.0,b'<100',b'4<=X<7',1.0,b'male single',b'none',4.0,b'real estate',39.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'no',b'good'
b'0<=X<200',9.0,b'all paid',b'used car',5129.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',74.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'bad'
b'>=200',10.0,b'critical/other existing credit',b'new car',781.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',63.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',18.0,b'all paid',b'new car',1442.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',32.0,b'none',b'for free',2.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
b'no checking',18.0,b'existing paid',b'radio/tv',2051.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'real estate',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',18.0,b'existing paid',b'furniture/equipment',2462.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',28.0,b'existing paid',b'new car',4006.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',45.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',951.0,b'100<=X<500',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'car',27.0,b'bank',b'rent',4.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',15.0,b'existing paid',b'used car',1300.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',45.0,b'bank',b'for free',1.0,b'skilled',2.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'radio/tv',1901.0,b'100<=X<500',b'1<=X<4',4.0,b'male single',b'none',4.0,b'car',29.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'>=200',42.0,b'critical/other existing credit',b'used car',4796.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',56.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',18.0,b'existing paid',b'radio/tv',1473.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',4.0,b'real estate',39.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'furniture/equipment',1768.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',24.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',3777.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',50.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',27.0,b'delayed previously',b'business',5117.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',4.0,b'car',26.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',42.0,b'critical/other existing credit',b'repairs',3394.0,b'<100',b'unemployed',4.0,b'male single',b'co applicant',4.0,b'car',65.0,b'none',b'own',2.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'radio/tv',717.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',52.0,b'none',b'own',3.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',36.0,b'critical/other existing credit',b'used car',5842.0,b'<100',b'>=7',2.0,b'male single',b'none',2.0,b'life insurance',35.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',9.0,b'critical/other existing credit',b'new car',1224.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',1.0,b'real estate',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'radio/tv',1155.0,b'<100',b'>=7',3.0,b'male mar/wid',b'guarantor',3.0,b'real estate',40.0,b'bank',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',21.0,b'existing paid',b'new car',3763.0,b'no known savings',b'4<=X<7',2.0,b'male single',b'co applicant',2.0,b'real estate',24.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
b'<0',12.0,b'no credits/all paid',b'new car',1082.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'car',48.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',48.0,b'existing paid',b'business',15672.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',23.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',12.0,b'critical/other existing credit',b'new car',3499.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'co applicant',2.0,b'real estate',29.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',60.0,b'delayed previously',b'radio/tv',15653.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',4.0,b'car',21.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'delayed previously',b'business',8648.0,b'<100',b'<1',2.0,b'male single',b'none',2.0,b'car',27.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',20.0,b'existing paid',b'used car',6468.0,b'no known savings',b'unemployed',1.0,b'male div/sep',b'none',4.0,b'real estate',60.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',24.0,b'existing paid',b'used car',2812.0,b'no known savings',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',36.0,b'all paid',b'domestic appliance',3990.0,b'no known savings',b'<1',3.0,b'female div/dep/mar',b'none',2.0,b'no known property',29.0,b'bank',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
b'no checking',11.0,b'existing paid',b'business',2142.0,b'>=1000',b'>=7',1.0,b'male div/sep',b'none',2.0,b'real estate',28.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',10.0,b'existing paid',b'new car',1364.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',64.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',15.0,b'existing paid',b'repairs',1308.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',38.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',48.0,b'no credits/all paid',b'other',18424.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',2.0,b'life insurance',32.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'no',b'bad'
b'0<=X<200',12.0,b'existing paid',b'business',841.0,b'100<=X<500',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',23.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',6.0,b'existing paid',b'radio/tv',590.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',3.0,b'real estate',26.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
b'<0',24.0,b'existing paid',b'furniture/equipment',3345.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'life insurance',39.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',18.0,b'existing paid',b'radio/tv',2600.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',65.0,b'none',b'for free',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'furniture/equipment',3590.0,b'<100',b'1<=X<4',2.0,b'male single',b'co applicant',2.0,b'life insurance',29.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'no checking',15.0,b'critical/other existing credit',b'new car',5045.0,b'no known savings',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'car',59.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',18.0,b'existing paid',b'radio/tv',1126.0,b'no known savings',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'real estate',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',24.0,b'all paid',b'new car',1193.0,b'<100',b'unemployed',1.0,b'female div/dep/mar',b'co applicant',4.0,b'no known property',29.0,b'none',b'rent',2.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
b'no checking',39.0,b'existing paid',b'used car',8588.0,b'100<=X<500',b'>=7',4.0,b'male single',b'none',2.0,b'car',45.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'radio/tv',1533.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',3.0,b'car',38.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',18.0,b'existing paid',b'radio/tv',1345.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',3.0,b'real estate',26.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'furniture/equipment',1620.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'co applicant',3.0,b'life insurance',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',36.0,b'existing paid',b'furniture/equipment',9034.0,b'100<=X<500',b'<1',4.0,b'male single',b'co applicant',1.0,b'no known property',29.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',18.0,b'existing paid',b'new car',6260.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',3.0,b'real estate',28.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',15.0,b'existing paid',b'repairs',2631.0,b'100<=X<500',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'real estate',25.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'radio/tv',2141.0,b'100<=X<500',b'4<=X<7',3.0,b'male single',b'none',1.0,b'no known property',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'existing paid',b'furniture/equipment',652.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',24.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',36.0,b'existing paid',b'radio/tv',2671.0,b'100<=X<500',b'1<=X<4',4.0,b'female div/dep/mar',b'co applicant',4.0,b'no known property',50.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',36.0,b'existing paid',b'business',5742.0,b'100<=X<500',b'4<=X<7',2.0,b'male single',b'none',2.0,b'car',31.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',60.0,b'critical/other existing credit',b'new car',13756.0,b'no known savings',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',63.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',48.0,b'existing paid',b'business',4844.0,b'<100',b'unemployed',3.0,b'male single',b'none',2.0,b'car',33.0,b'bank',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'no checking',18.0,b'existing paid',b'repairs',1943.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',18.0,b'existing paid',b'radio/tv',866.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'guarantor',2.0,b'real estate',25.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'business',1941.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',35.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',5150.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',33.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',24.0,b'existing paid',b'furniture/equipment',4351.0,b'no known savings',b'1<=X<4',1.0,b'female div/dep/mar',b'none',4.0,b'life insurance',48.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
b'>=200',24.0,b'existing paid',b'new car',947.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'no known property',38.0,b'bank',b'for free',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'0<=X<200',24.0,b'existing paid',b'radio/tv',1967.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'car',20.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'furniture/equipment',2186.0,b'no known savings',b'4<=X<7',1.0,b'female div/dep/mar',b'none',4.0,b'real estate',33.0,b'bank',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'0<=X<200',9.0,b'existing paid',b'radio/tv',2118.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',37.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'radio/tv',776.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'real estate',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'used car',3812.0,b'100<=X<500',b'<1',1.0,b'female div/dep/mar',b'none',4.0,b'car',23.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',39.0,b'critical/other existing credit',b'furniture/equipment',14179.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',4.0,b'life insurance',30.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',9.0,b'all paid',b'new car',1437.0,b'100<=X<500',b'4<=X<7',2.0,b'male single',b'none',3.0,b'no known property',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',15.0,b'existing paid',b'radio/tv',1444.0,b'no known savings',b'<1',4.0,b'male single',b'none',1.0,b'life insurance',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',18.0,b'all paid',b'radio/tv',1445.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',49.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',18.0,b'delayed previously',b'radio/tv',2320.0,b'<100',b'unemployed',2.0,b'male mar/wid',b'none',3.0,b'real estate',34.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',30.0,b'delayed previously',b'business',4272.0,b'100<=X<500',b'1<=X<4',2.0,b'male single',b'none',2.0,b'life insurance',26.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',15.0,b'existing paid',b'used car',4657.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',36.0,b'existing paid',b'furniture/equipment',10974.0,b'<100',b'unemployed',4.0,b'female div/dep/mar',b'none',2.0,b'car',26.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',48.0,b'existing paid',b'new car',3931.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',46.0,b'none',b'for free',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'<0',9.0,b'existing paid',b'new car',654.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',3.0,b'car',28.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'0<=X<200',24.0,b'existing paid',b'radio/tv',3758.0,b'500<=X<1000',b'unemployed',1.0,b'female div/dep/mar',b'none',4.0,b'no known property',23.0,b'none',b'rent',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
b'no checking',10.0,b'existing paid',b'new car',1309.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'guarantor',4.0,b'life insurance',27.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'<0',42.0,b'delayed previously',b'radio/tv',4370.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',2.0,b'life insurance',26.0,b'bank',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'bad'
b'no checking',13.0,b'existing paid',b'radio/tv',1409.0,b'100<=X<500',b'unemployed',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',64.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',30.0,b'existing paid',b'radio/tv',1867.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'car',58.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'radio/tv',1107.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',20.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'new car',640.0,b'<100',b'1<=X<4',4.0,b'male div/sep',b'none',2.0,b'real estate',49.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'new car',1474.0,b'100<=X<500',b'<1',4.0,b'male mar/wid',b'none',3.0,b'real estate',33.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'radio/tv',976.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'car',35.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',36.0,b'delayed previously',b'business',7980.0,b'no known savings',b'<1',4.0,b'male single',b'none',4.0,b'car',27.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',18.0,b'existing paid',b'new car',6761.0,b'no known savings',b'1<=X<4',2.0,b'male single',b'none',4.0,b'car',68.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',18.0,b'no credits/all paid',b'new car',2278.0,b'100<=X<500',b'<1',3.0,b'female div/dep/mar',b'none',3.0,b'car',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',9.0,b'critical/other existing credit',b'radio/tv',1154.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'real estate',37.0,b'none',b'own',3.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'education',1927.0,b'no known savings',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'car',33.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',9.0,b'existing paid',b'furniture/equipment',2301.0,b'100<=X<500',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',22.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'business',1412.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'guarantor',2.0,b'real estate',29.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',48.0,b'no credits/all paid',b'used car',4605.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',24.0,b'none',b'for free',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1800.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',24.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1898.0,b'no known savings',b'1<=X<4',1.0,b'male single',b'none',2.0,b'real estate',34.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'radio/tv',1113.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'guarantor',4.0,b'real estate',26.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'0<=X<200',45.0,b'critical/other existing credit',b'radio/tv',4746.0,b'<100',b'<1',4.0,b'male single',b'none',2.0,b'life insurance',25.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'0<=X<200',12.0,b'existing paid',b'radio/tv',1534.0,b'<100',b'<1',1.0,b'male mar/wid',b'none',1.0,b'real estate',23.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',15.0,b'no credits/all paid',b'new car',950.0,b'<100',b'>=7',4.0,b'male single',b'none',3.0,b'car',33.0,b'none',b'rent',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'no checking',24.0,b'critical/other existing credit',b'used car',2346.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'car',35.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
